tid,task,dtnum
210000_210113,辽宁省_沈北,15
210000_210114,辽宁省_于洪,26
210000_210123,辽宁省_康平,6
210000_210115,辽宁省_辽中,15
220000_222401,吉林省_延吉,22
210000_210124,辽宁省_法库,7
210000_210181,辽宁省_新民,17
220000_222403,吉林省_敦化,11
220000_222402,吉林省_图们,4
220000_222405,吉林省_龙井,6
220000_222424,吉林省_汪清,8
220000_222404,吉林省_珲春,20
220000_222406,吉林省_和龙,9
220000_222426,吉林省_安图,6
150000_150402,内蒙古自治区_红山,98
150000_150403,内蒙古自治区_元宝,44
150000_150422,内蒙古自治区_巴林,112
150000_150404,内蒙古自治区_松山,90
150000_150421,内蒙古自治区_阿鲁,91
150000_150424,内蒙古自治区_林西,143
150000_150425,内蒙古自治区_克什,41
150000_150302,内蒙古自治区_海勃,26
150000_150429,内蒙古自治区_宁城,252
150000_150428,内蒙古自治区_喀喇,35
150000_150430,内蒙古自治区_敖汉,74
150000_150303,内蒙古自治区_海南,18
150000_150202,内蒙古自治区_东河,106
150000_150304,内蒙古自治区_乌达,32
150000_150205,内蒙古自治区_石拐,19
150000_150203,内蒙古自治区_昆都,27
150000_150426,内蒙古自治区_翁牛,8
150000_150204,内蒙古自治区_青山,105
150000_150206,内蒙古自治区_白云,11
150000_150207,内蒙古自治区_九原,33
150000_150221,内蒙古自治区_土默,156
150000_150102,内蒙古自治区_新城,120
150000_150103,内蒙古自治区_回民,58
150000_150223,内蒙古自治区_达尔,22
150000_150104,内蒙古自治区_玉泉,76
150000_150222,内蒙古自治区_固阳,19
150000_150122,内蒙古自治区_托克,218
150000_150271,内蒙古自治区_包头,186
220000_220503,吉林省_二道,17
150000_150171,内蒙古自治区_呼和,435
220000_220502,吉林省_东昌,16
150000_150105,内蒙古自治区_赛罕,196
150000_150123,内蒙古自治区_和林,103
150000_150125,内蒙古自治区_武川,58
150000_150124,内蒙古自治区_清水,21
220000_220521,吉林省_通化,42
220000_220523,吉林省_辉南,9
220000_220582,吉林省_集安,8
220000_220402,吉林省_龙山,15
220000_220581,吉林省_梅河,18
220000_220524,吉林省_柳河,8
220000_220403,吉林省_西安,12
220000_220422,吉林省_东辽,18
220000_220322,吉林省_梨树,12
220000_220323,吉林省_伊通,5
220000_220302,吉林省_铁西,21
220000_220382,吉林省_双辽,12
220000_220303,吉林省_铁东,6
220000_220421,吉林省_东丰,7
220000_220381,吉林省_公主,16
220000_220211,吉林省_丰满,10
220000_220204,吉林省_船营,30
220000_220221,吉林省_永吉,6
220000_220203,吉林省_龙潭,9
220000_220202,吉林省_昌邑,16
220000_220281,吉林省_蛟河,11
220000_220282,吉林省_桦甸,16
220000_220283,吉林省_舒兰,8
220000_220284,吉林省_磐石,11
220000_220103,吉林省_宽城,15
220000_220113,吉林省_九台,15
220000_220104,吉林省_朝阳,26
220000_220112,吉林省_双阳,7
220000_220106,吉林省_绿园,9
220000_220102,吉林省_南关,15
220000_220171,吉林省_长春,153
220000_220122,吉林省_农安,16
220000_220182,吉林省_榆树,5
530000_533422,云南省_德钦,3
220000_220183,吉林省_德惠,14
530000_533423,云南省_维西,7
530000_533324,云南省_贡山,2
530000_533301,云南省_泸水,7
530000_533325,云南省_兰坪,4
530000_533102,云南省_瑞丽,14
530000_533323,云南省_福贡,2
530000_533401,云南省_香格,12
530000_533122,云南省_梁河,4
530000_533103,云南省_芒市,16
530000_532922,云南省_漾濞,5
530000_532901,云南省_大理,70
530000_533123,云南省_盈江,6
530000_533124,云南省_陇川,7
530000_532923,云南省_祥云,15
530000_532924,云南省_宾川,9
530000_532926,云南省_南涧,4
530000_532925,云南省_弥渡,8
530000_532927,云南省_巍山,8
530000_532928,云南省_永平,5
530000_532932,云南省_鹤庆,5
530000_532930,云南省_洱源,7
530000_532929,云南省_云龙,2
530000_532931,云南省_剑川,6
530000_532823,云南省_勐腊,5
530000_532801,云南省_景洪,30
530000_532822,云南省_勐海,12
530000_532601,云南省_文山,32
530000_532623,云南省_西畴,3
530000_532622,云南省_砚山,4
530000_532626,云南省_丘北,4
530000_532624,云南省_麻栗,4
530000_532627,云南省_广南,6
530000_532625,云南省_马关,7
530000_532628,云南省_富宁,7
530000_532501,云南省_个旧,15
530000_532503,云南省_蒙自,20
530000_532523,云南省_屏边,1
530000_532502,云南省_开远,14
530000_532504,云南省_弥勒,14
530000_532524,云南省_建水,12
530000_532525,云南省_石屏,9
530000_532527,云南省_泸西,10
530000_532528,云南省_元阳,4
530000_532529,云南省_红河,46
530000_532531,云南省_绿春,3
530000_532532,云南省_河口,4
530000_532530,云南省_金平,6
220000_220821,吉林省_镇赉,4
220000_220802,吉林省_洮北,5
220000_220882,吉林省_大安,7
220000_220822,吉林省_通榆,5
530000_532322,云南省_双柏,4
530000_532301,云南省_楚雄,45
530000_532325,云南省_姚安,2
530000_532324,云南省_南华,7
530000_532323,云南省_牟定,7
530000_532326,云南省_大姚,6
530000_532328,云南省_元谋,3
530000_532331,云南省_禄丰,12
530000_532329,云南省_武定,8
530000_532327,云南省_永仁,3
530000_530902,云南省_临翔,10
220000_220881,吉林省_洮南,8
530000_530921,云南省_凤庆,6
530000_530922,云南省_云县,15
530000_530924,云南省_镇康,2
530000_530923,云南省_永德,3
530000_530925,云南省_双江,6
530000_530927,云南省_沧源,3
530000_530802,云南省_思茅,10
530000_530926,云南省_耿马,5
530000_530822,云南省_墨江,7
530000_530821,云南省_宁洱,9
530000_530825,云南省_镇沅,2
530000_530826,云南省_江城,4
530000_530829,云南省_西盟,1
530000_530827,云南省_孟连,4
530000_530828,云南省_澜沧,6
530000_530702,云南省_古城,18
530000_530824,云南省_景谷,7
530000_530823,云南省_景东,7
530000_530721,云南省_玉龙,3
530000_530723,云南省_华坪,8
530000_530722,云南省_永胜,5
530000_530724,云南省_宁蒗,5
530000_530602,云南省_昭阳,3
530000_530622,云南省_巧家,8
530000_530623,云南省_盐津,3
530000_530624,云南省_大关,11
530000_530625,云南省_永善,3
530000_530627,云南省_镇雄,3
530000_530626,云南省_绥江,5
530000_530628,云南省_彝良,3
530000_530621,云南省_鲁甸,7
530000_530681,云南省_水富,9
530000_530629,云南省_威信,17
530000_530521,云南省_施甸,5
530000_530502,云南省_隆阳,18
530000_530523,云南省_龙陵,11
530000_530581,云南省_腾冲,17
530000_530403,云南省_江川,6
530000_530402,云南省_红塔,2
530000_530422,云南省_澄江,4
530000_530423,云南省_通海,7
530000_530424,云南省_华宁,4
530000_530302,云南省_麒麟,19
530000_530524,云南省_昌宁,9
530000_530303,云南省_沾益,2
530000_530304,云南省_马龙,5
530000_530323,云南省_师宗,4
530000_530425,云南省_易门,4
530000_530322,云南省_陆良,8
530000_530427,云南省_新平,5
530000_530426,云南省_峨山,6
530000_530428,云南省_元江,5
530000_530324,云南省_罗平,4
530000_530325,云南省_富源,16
530000_530381,云南省_宣威,7
530000_530102,云南省_五华,45
530000_530326,云南省_会泽,14
530000_530103,云南省_盘龙,33
530000_530111,云南省_官渡,30
530000_530112,云南省_西山,40
530000_530113,云南省_东川,8
530000_530114,云南省_呈贡,6
530000_530115,云南省_晋宁,11
530000_530124,云南省_富民,11
530000_530125,云南省_宜良,5
530000_530127,云南省_嵩明,9
530000_530126,云南省_石林,9
530000_530128,云南省_禄劝,10
530000_530181,云南省_安宁,12
530000_530129,云南省_寻甸,6
520000_522701,贵州省_都匀,22
520000_522702,贵州省_福泉,12
520000_522722,贵州省_荔波,7
520000_522723,贵州省_贵定,10
520000_522725,贵州省_瓮安,17
520000_522726,贵州省_独山,12
520000_522727,贵州省_平塘,6
520000_522728,贵州省_罗甸,9
520000_522729,贵州省_长顺,2
520000_522731,贵州省_惠水,13
520000_522730,贵州省_龙里,9
520000_522732,贵州省_三都,7
500000_500229,重庆市_城口,30
500000_500231,重庆市_垫江,36
500000_500230,重庆市_丰都,42
500000_500235,重庆市_云阳,61
500000_500233,重庆市_忠县,9
500000_500238,重庆市_巫溪,15
500000_500240,重庆市_石柱,9
500000_500241,重庆市_秀山,4
500000_500243,重庆市_彭水,12
460000_469001,海南省_五指,101
500000_500242,重庆市_酉阳,6
500000_500237,重庆市_巫山,40
500000_500236,重庆市_奉节,41
460000_469002,海南省_琼海,139
460000_469005,海南省_文昌,121
460000_469006,海南省_万宁,412
460000_469007,海南省_东方,423
460000_469021,海南省_定安,207
460000_469022,海南省_屯昌,84
460000_469023,海南省_澄迈,331
460000_469025,海南省_白沙,137
460000_469024,海南省_临高,181
460000_469026,海南省_昌江,126
460000_469027,海南省_乐东,57
460000_469028,海南省_陵水,114
460000_469029,海南省_保亭,45
460000_469030,海南省_琼中,97
460000_460321,海南省_西沙,2
460000_460322,海南省_南沙,13
460000_460323,海南省_中沙,2
460000_460202,海南省_海棠,36
460000_460203,海南省_吉阳,50
460000_460204,海南省_天涯,43
460000_460105,海南省_秀英,75
460000_460205,海南省_崖州,14
460000_460107,海南省_琼山,98
460000_460106,海南省_龙华,184
460000_460108,海南省_美兰,125
500000_500102,重庆市_涪陵,20
500000_500103,重庆市_渝中,29
500000_500101,重庆市_万州,47
500000_500105,重庆市_江北,25
500000_500104,重庆市_大渡,15
500000_500106,重庆市_沙坪,29
500000_500107,重庆市_九龙,24
500000_500110,重庆市_綦江,9
500000_500108,重庆市_南岸,17
500000_500109,重庆市_北碚,15
500000_500111,重庆市_大足,22
510000_513422,四川省_木里,33
510000_513401,四川省_西昌,77
500000_500112,重庆市_渝北,27
510000_513423,四川省_盐源,41
510000_513424,四川省_德昌,25
500000_500113,重庆市_巴南,31
500000_500114,重庆市_黔江,14
500000_500115,重庆市_长寿,31
500000_500116,重庆市_江津,37
500000_500117,重庆市_合川,18
510000_513425,四川省_会理,57
500000_500118,重庆市_永川,48
500000_500119,重庆市_南川,20
500000_500151,重庆市_铜梁,32
500000_500120,重庆市_璧山,16
500000_500152,重庆市_潼南,33
500000_500153,重庆市_荣昌,12
510000_513426,四川省_会东,30
510000_513427,四川省_宁南,30
510000_513430,四川省_金阳,43
510000_513429,四川省_布拖,16
510000_513428,四川省_普格,36
500000_500154,重庆市_开州,6
500000_500155,重庆市_梁平,13
500000_500156,重庆市_武隆,17
510000_513301,四川省_康定,25
510000_513324,四川省_九龙,39
510000_513322,四川省_泸定,18
510000_513431,四川省_昭觉,52
510000_513433,四川省_冕宁,53
510000_513432,四川省_喜德,28
510000_513434,四川省_越西,13
510000_513435,四川省_甘洛,33
510000_513323,四川省_丹巴,20
510000_513326,四川省_道孚,26
510000_513325,四川省_雅江,17
510000_513327,四川省_炉霍,22
510000_513328,四川省_甘孜,45
510000_513329,四川省_新龙,24
510000_513436,四川省_美姑,40
510000_513330,四川省_德格,30
510000_513437,四川省_雷波,61
510000_513332,四川省_石渠,25
510000_513331,四川省_白玉,21
510000_513333,四川省_色达,19
510000_513334,四川省_理塘,27
510000_513335,四川省_巴塘,23
510000_513337,四川省_稻城,16
510000_513336,四川省_乡城,14
510000_513201,四川省_马尔,22
510000_513338,四川省_得荣,14
510000_513222,四川省_理县,72
510000_513221,四川省_汶川,19
510000_513223,四川省_茂县,26
510000_513224,四川省_松潘,25
510000_513225,四川省_九寨,21
510000_513227,四川省_小金,25
510000_513226,四川省_金川,26
510000_513228,四川省_黑水,19
510000_513231,四川省_阿坝,43
510000_513230,四川省_壤塘,14
510000_513232,四川省_若尔,22
510000_511902,四川省_巴州,65
510000_513233,四川省_红原,14
510000_511903,四川省_恩阳,16
510000_511921,四川省_通江,49
510000_511922,四川省_南江,35
510000_511971,四川省_巴中,39
510000_511923,四川省_平昌,39
510000_511802,四川省_雨城,30
510000_511803,四川省_名山,28
510000_511823,四川省_汉源,31
510000_511822,四川省_荥经,23
510000_511824,四川省_石棉,18
510000_511702,四川省_通川,53
510000_511825,四川省_天全,15
510000_511826,四川省_芦山,15
510000_511827,四川省_宝兴,8
510000_511703,四川省_达川,22
510000_511722,四川省_宣汉,41
510000_511724,四川省_大竹,46
510000_511723,四川省_开江,24
510000_511725,四川省_渠县,109
510000_511771,四川省_达州,56
510000_511602,四川省_广安,78
510000_511603,四川省_前锋,18
510000_511622,四川省_武胜,40
510000_511781,四川省_万源,72
510000_511681,四川省_华蓥,20
510000_511502,四川省_翠屏,32
510000_511623,四川省_邻水,50
510000_511621,四川省_岳池,39
510000_511503,四川省_南溪,23
510000_511504,四川省_叙州,0
510000_511525,四川省_高县,32
510000_511524,四川省_长宁,12
510000_511523,四川省_江安,34
510000_511526,四川省_珙县,33
510000_511527,四川省_筠连,32
510000_511528,四川省_兴文,21
510000_511529,四川省_屏山,20
510000_511402,四川省_东坡,54
510000_511403,四川省_彭山,19
510000_511421,四川省_仁寿,86
510000_511423,四川省_洪雅,20
510000_511424,四川省_丹棱,7
510000_511302,四川省_顺庆,87
510000_511304,四川省_嘉陵,64
510000_511303,四川省_高坪,54
510000_511425,四川省_青神,16
510000_511321,四川省_南部,105
510000_511322,四川省_营山,84
510000_511323,四川省_蓬安,53
510000_511325,四川省_西充,54
510000_511324,四川省_仪陇,73
510000_511381,四川省_阆中,0
510000_511102,四川省_市中,116
510000_511111,四川省_沙湾,27
510000_511113,四川省_金口,6
510000_511112,四川省_五通,15
510000_511124,四川省_井研,32
510000_511126,四川省_夹江,31
510000_511129,四川省_沐川,25
510000_511132,四川省_峨边,26
510000_511133,四川省_马边,12
510000_511123,四川省_犍为,40
510000_512002,四川省_雁江,36
510000_512021,四川省_安岳,86
510000_511011,四川省_东兴,63
510000_511181,四川省_峨眉,30
510000_512022,四川省_乐至,14
510000_511024,四川省_威远,36
510000_511025,四川省_资中,39
510000_511071,四川省_内江,71
510000_511083,四川省_隆昌,30
510000_510903,四川省_船山,22
510000_510904,四川省_安居,20
510000_510921,四川省_蓬溪,41
510000_510922,四川省_射洪,51
510000_510802,四川省_利州,46
510000_510811,四川省_昭化,30
510000_510923,四川省_大英,23
510000_510812,四川省_朝天,29
510000_510821,四川省_旺苍,44
510000_510822,四川省_青川,30
510000_510823,四川省_剑阁,66
510000_510824,四川省_苍溪,80
510000_510703,四川省_涪城,30
510000_510704,四川省_游仙,35
510000_510705,四川省_安州,9
510000_510723,四川省_盐亭,34
510000_510722,四川省_三台,80
510000_510725,四川省_梓潼,40
510000_510726,四川省_北川,27
510000_510727,四川省_平武,23
510000_510781,四川省_江油,79
510000_510603,四川省_旌阳,15
510000_510623,四川省_中江,57
510000_510681,四川省_广汉,40
510000_510604,四川省_罗江,16
510000_510682,四川省_什邡,35
510000_510683,四川省_绵竹,36
510000_510502,四川省_江阳,40
510000_510521,四川省_泸县,40
510000_510504,四川省_龙马,46
510000_510522,四川省_合江,45
510000_510525,四川省_古蔺,20
510000_510524,四川省_叙永,17
510000_510402,四川省_东区,35
510000_510503,四川省_纳溪,20
510000_510403,四川省_西区,20
510000_510411,四川省_仁和,31
510000_510421,四川省_米易,19
510000_510422,四川省_盐边,20
510000_510302,四川省_自流,14
510000_510304,四川省_大安,20
510000_510303,四川省_贡井,13
510000_510321,四川省_荣县,49
510000_510311,四川省_沿滩,19
510000_510322,四川省_富顺,29
510000_510104,四川省_锦江,49
510000_510105,四川省_青羊,78
510000_510106,四川省_金牛,44
510000_510108,四川省_成华,47
510000_510107,四川省_武侯,98
510000_510112,四川省_龙泉,54
510000_510114,四川省_新都,43
510000_510113,四川省_青白,25
510000_510115,四川省_温江,47
510000_510116,四川省_双流,56
510000_510117,四川省_郫都,27
510000_510121,四川省_金堂,53
510000_510129,四川省_大邑,51
510000_510132,四川省_新津,20
510000_510181,四川省_都江,70
510000_510131,四川省_蒲江,22
510000_510182,四川省_彭州,63
510000_510184,四川省_崇州,67
510000_510183,四川省_邛崃,28
510000_510185,四川省_简阳,65
520000_522601,贵州省_凯里,44
520000_522622,贵州省_黄平,7
520000_522624,贵州省_三穗,6
520000_522623,贵州省_施秉,7
520000_522626,贵州省_岑巩,9
520000_522627,贵州省_天柱,12
520000_522625,贵州省_镇远,5
520000_522628,贵州省_锦屏,9
520000_522629,贵州省_剑河,3
520000_522630,贵州省_台江,6
520000_522633,贵州省_从江,8
520000_522632,贵州省_榕江,5
520000_522635,贵州省_麻江,5
520000_522634,贵州省_雷山,9
520000_522301,贵州省_兴义,14
520000_522302,贵州省_兴仁,5
520000_522323,贵州省_普安,17
520000_522324,贵州省_晴隆,12
520000_522631,贵州省_黎平,20
520000_522325,贵州省_贞丰,1
520000_522636,贵州省_丹寨,8
520000_522327,贵州省_册亨,7
520000_520602,贵州省_碧江,15
520000_520603,贵州省_万山,5
520000_522328,贵州省_安龙,9
520000_520621,贵州省_江口,4
520000_520622,贵州省_玉屏,9
520000_520623,贵州省_石阡,5
520000_522326,贵州省_望谟,10
520000_520624,贵州省_思南,15
520000_520625,贵州省_印江,6
520000_520626,贵州省_德江,7
520000_520627,贵州省_沿河,11
520000_520628,贵州省_松桃,11
520000_520502,贵州省_七星,44
520000_520521,贵州省_大方,40
520000_520522,贵州省_黔西,73
520000_520524,贵州省_织金,5
520000_520523,贵州省_金沙,20
520000_520525,贵州省_纳雍,23
520000_520527,贵州省_赫章,33
520000_520303,贵州省_汇川,15
520000_520304,贵州省_播州,14
520000_520302,贵州省_红花,28
520000_520322,贵州省_桐梓,12
520000_520324,贵州省_正安,3
520000_520323,贵州省_绥阳,10
520000_520526,贵州省_威宁,32
520000_520325,贵州省_道真,7
520000_520327,贵州省_凤冈,6
520000_520326,贵州省_务川,6
520000_520328,贵州省_湄潭,6
520000_520329,贵州省_余庆,3
520000_520330,贵州省_习水,8
520000_520382,贵州省_仁怀,13
520000_520381,贵州省_赤水,18
520000_520201,贵州省_钟山,47
520000_520203,贵州省_六枝,11
520000_520221,贵州省_水城,12
520000_520102,贵州省_南明,60
520000_520103,贵州省_云岩,64
520000_520281,贵州省_盘州,57
520000_520111,贵州省_花溪,30
520000_520112,贵州省_乌当,11
520000_520115,贵州省_观山,9
520000_520113,贵州省_白云,15
520000_520121,贵州省_开阳,11
520000_520181,贵州省_清镇,15
520000_520402,贵州省_西秀,16
520000_520403,贵州省_平坝,8
520000_520422,贵州省_普定,14
520000_520423,贵州省_镇宁,3
520000_520424,贵州省_关岭,6
520000_520123,贵州省_修文,7
520000_520425,贵州省_紫云,3
520000_520122,贵州省_息烽,11
450000_450403,广西壮族自治区_万秀,9
450000_450405,广西壮族自治区_长洲,4
450000_450406,广西壮族自治区_龙圩,5
450000_450421,广西壮族自治区_苍梧,15
450000_450423,广西壮族自治区_蒙山,9
450000_450422,广西壮族自治区_藤县,24
440000_440902,广东省_茂南,3
450000_450481,广西壮族自治区_岑溪,20
440000_440904,广东省_电白,10
440000_440981,广东省_高州,10
440000_440982,广东省_化州,7
440000_445303,广东省_云安,0
440000_440983,广东省_信宜,7
440000_445321,广东省_新兴,23
440000_445302,广东省_云城,3
440000_445322,广东省_郁南,4
440000_445381,广东省_罗定,8
430000_433122,湖南省_泸溪,3
430000_433101,湖南省_吉首,15
430000_433124,湖南省_花垣,3
430000_433123,湖南省_凤凰,13
430000_433125,湖南省_保靖,5
430000_433126,湖南省_古丈,5
430000_433127,湖南省_永顺,6
430000_433172,湖南省_湖南,200
430000_433130,湖南省_龙山,17
430000_431302,湖南省_娄星,13
430000_431321,湖南省_双峰,10
430000_431322,湖南省_新化,18
430000_431381,湖南省_冷水,29
430000_431382,湖南省_涟源,24
430000_431202,湖南省_鹤城,15
430000_431221,湖南省_中方,0
430000_431102,湖南省_零陵,9
430000_431121,湖南省_祁阳,18
430000_431222,湖南省_沅陵,8
430000_431223,湖南省_辰溪,8
430000_431224,湖南省_溆浦,3
430000_431225,湖南省_会同,3
430000_431226,湖南省_麻阳,5
430000_431123,湖南省_双牌,5
430000_431122,湖南省_东安,12
430000_431124,湖南省_道县,14
430000_431125,湖南省_江永,6
430000_431126,湖南省_宁远,11
430000_431227,湖南省_新晃,4
430000_431228,湖南省_芷江,8
430000_431271,湖南省_怀化,43
430000_431229,湖南省_靖州,5
430000_431230,湖南省_通道,4
430000_431002,湖南省_北湖,25
430000_431003,湖南省_苏仙,7
430000_431022,湖南省_宜章,6
430000_431021,湖南省_桂阳,12
430000_431023,湖南省_永兴,6
430000_431127,湖南省_蓝山,11
430000_431128,湖南省_新田,4
430000_431129,湖南省_江华,11
430000_431171,湖南省_永州,36
430000_430902,湖南省_资阳,3
430000_430903,湖南省_赫山,5
430000_430921,湖南省_南县,28
430000_431281,湖南省_洪江,8
430000_431024,湖南省_嘉禾,8
430000_431025,湖南省_临武,7
430000_431026,湖南省_汝城,6
430000_431028,湖南省_安仁,11
430000_431027,湖南省_桂东,6
430000_431081,湖南省_资兴,8
430000_430922,湖南省_桃江,12
430000_430923,湖南省_安化,9
430000_430971,湖南省_益阳,27
430000_430981,湖南省_沅江,10
430000_430811,湖南省_武陵,38
430000_430802,湖南省_永定,5
430000_430821,湖南省_慈利,6
430000_430822,湖南省_桑植,7
430000_430721,湖南省_安乡,8
430000_430703,湖南省_鼎城,4
430000_430722,湖南省_汉寿,8
430000_430723,湖南省_澧县,13
430000_430724,湖南省_临澧,2
430000_430726,湖南省_石门,7
430000_430771,湖南省_常德,0
430000_430602,湖南省_岳阳,45
430000_430781,湖南省_津市,5
430000_430603,湖南省_云溪,5
430000_430611,湖南省_君山,2
430000_430725,湖南省_桃源,13
430000_430624,湖南省_湘阴,7
430000_430623,湖南省_华容,9
430000_430626,湖南省_平江,20
430000_430682,湖南省_临湘,10
430000_430681,湖南省_汨罗,7
430000_430502,湖南省_双清,7
430000_430511,湖南省_北塔,3
430000_430523,湖南省_邵阳,70
430000_430503,湖南省_大祥,17
430000_430522,湖南省_新邵,2
430000_430524,湖南省_隆回,15
430000_430521,湖南省_邵东,10
430000_430525,湖南省_洞口,10
430000_430527,湖南省_绥宁,10
430000_430528,湖南省_新宁,4
430000_430529,湖南省_城步,6
430000_430581,湖南省_武冈,16
430000_430406,湖南省_雁峰,6
430000_430405,湖南省_珠晖,11
430000_430407,湖南省_石鼓,16
430000_430408,湖南省_蒸湘,17
430000_430421,湖南省_衡阳,98
430000_430412,湖南省_南岳,3
430000_430422,湖南省_衡南,13
430000_430424,湖南省_衡东,15
430000_430423,湖南省_衡山,8
430000_430426,湖南省_祁东,12
430000_430481,湖南省_耒阳,14
430000_430482,湖南省_常宁,12
430000_430302,湖南省_雨湖,19
430000_430304,湖南省_岳塘,13
430000_430321,湖南省_湘潭,79
430000_430381,湖南省_湘乡,13
430000_430382,湖南省_韶山,12
430000_430202,湖南省_荷塘,3
430000_430203,湖南省_芦淞,6
430000_430204,湖南省_石峰,3
430000_430211,湖南省_天元,1
430000_430212,湖南省_渌口,0
430000_430223,湖南省_攸县,6
430000_430224,湖南省_茶陵,11
430000_430225,湖南省_炎陵,3
430000_430271,湖南省_云龙,1
430000_430281,湖南省_醴陵,19
430000_430102,湖南省_芙蓉,13
430000_430104,湖南省_岳麓,10
430000_430103,湖南省_天心,11
430000_430105,湖南省_开福,4
430000_430111,湖南省_雨花,10
430000_430121,湖南省_长沙,126
430000_430112,湖南省_望城,15
430000_430181,湖南省_浏阳,33
430000_430182,湖南省_宁乡,12
440000_445203,广东省_揭东,6
440000_445202,广东省_榕城,8
440000_445222,广东省_揭西,11
440000_445224,广东省_惠来,8
440000_445281,广东省_普宁,49
440000_445102,广东省_湘桥,3
440000_445103,广东省_潮安,10
440000_445122,广东省_饶平,11
440000_441802,广东省_清城,23
440000_441803,广东省_清新,16
440000_441821,广东省_佛冈,3
440000_441823,广东省_阳山,14
440000_441825,广东省_连山,12
440000_441881,广东省_英德,24
440000_441826,广东省_连南,3
440000_441882,广东省_连州,34
440000_441704,广东省_阳东,3
440000_441702,广东省_江城,6
440000_441721,广东省_阳西,5
440000_441781,广东省_阳春,6
440000_441622,广东省_龙川,7
440000_441621,广东省_紫金,4
440000_441602,广东省_源城,6
440000_441623,广东省_连平,6
440000_441502,广东省_城区,205
440000_441624,广东省_和平,22
440000_441625,广东省_东源,5
440000_441521,广东省_海丰,7
440000_441523,广东省_陆河,5
440000_441402,广东省_梅江,8
440000_441581,广东省_陆丰,18
440000_441403,广东省_梅县,12
440000_441422,广东省_大埔,16
440000_441423,广东省_丰顺,6
440000_441424,广东省_五华,3
440000_441426,广东省_平远,15
440000_441427,广东省_蕉岭,6
440000_441481,广东省_兴宁,32
440000_441303,广东省_惠阳,23
440000_441322,广东省_博罗,10
440000_441323,广东省_惠东,25
440000_441324,广东省_龙门,34
440000_441202,广东省_端州,13
440000_441302,广东省_惠城,46
440000_441223,广东省_广宁,5
440000_441204,广东省_高要,21
440000_441225,广东省_封开,6
440000_441224,广东省_怀集,6
440000_441284,广东省_四会,10
440000_441226,广东省_德庆,3
440000_441203,广东省_鼎湖,2
440000_440802,广东省_赤坎,60
440000_440823,广东省_遂溪,84
440000_440803,广东省_霞山,110
440000_440811,广东省_麻章,44
440000_440825,广东省_徐闻,63
440000_440882,广东省_雷州,124
440000_440881,广东省_廉江,99
440000_440804,广东省_坡头,32
440000_440703,广东省_蓬江,3
440000_440883,广东省_吴川,73
440000_440705,广东省_新会,16
440000_440704,广东省_江海,4
440000_440781,广东省_台山,14
440000_440783,广东省_开平,11
440000_440784,广东省_鹤山,6
440000_440785,广东省_恩平,10
440000_440604,广东省_禅城,73
440000_440605,广东省_南海,106
440000_440606,广东省_顺德,180
440000_440608,广东省_高明,30
440000_440507,广东省_龙湖,11
440000_440607,广东省_三水,63
440000_440511,广东省_金平,4
440000_440513,广东省_潮阳,19
440000_440512,广东省_濠江,1
440000_440515,广东省_澄海,7
440000_440523,广东省_南澳,2
440000_440514,广东省_潮南,14
440000_440402,广东省_香洲,21
440000_440303,广东省_罗湖,46
440000_440404,广东省_金湾,3
440000_440403,广东省_斗门,13
440000_440305,广东省_南山,33
440000_440306,广东省_宝安,68
440000_440307,广东省_龙岗,57
440000_440308,广东省_盐田,6
440000_440309,广东省_龙华,34
440000_440310,广东省_坪山,6
440000_440304,广东省_福田,50
440000_440311,广东省_光明,17
440000_440103,广东省_荔湾,34
440000_440105,广东省_海珠,42
440000_440106,广东省_天河,71
440000_440111,广东省_白云,67
440000_440104,广东省_越秀,49
440000_440113,广东省_番禺,43
440000_440112,广东省_黄埔,29
440000_440114,广东省_花都,26
440000_440115,广东省_南沙,9
440000_440117,广东省_从化,13
440000_440203,广东省_武江,18
440000_440118,广东省_增城,32
440000_440204,广东省_浈江,11
440000_440205,广东省_曲江,20
440000_440222,广东省_始兴,18
440000_440224,广东省_仁化,29
440000_440281,广东省_乐昌,49
440000_440232,广东省_乳源,15
440000_440233,广东省_新丰,18
440000_440229,广东省_翁源,15
440000_440282,广东省_南雄,64
450000_451421,广西壮族自治区_扶绥,18
450000_451402,广西壮族自治区_江州,11
450000_451424,广西壮族自治区_大新,24
450000_451423,广西壮族自治区_龙州,15
450000_451422,广西壮族自治区_宁明,17
450000_451481,广西壮族自治区_凭祥,5
450000_451302,广西壮族自治区_兴宾,26
450000_451321,广西壮族自治区_忻城,17
450000_451322,广西壮族自治区_象州,12
450000_451324,广西壮族自治区_金秀,2
450000_451221,广西壮族自治区_南丹,21
450000_451425,广西壮族自治区_天等,18
450000_451203,广西壮族自治区_宜州,23
450000_451323,广西壮族自治区_武宣,15
450000_451222,广西壮族自治区_天峨,15
450000_451202,广西壮族自治区_金城,13
450000_451381,广西壮族自治区_合山,6
450000_451225,广西壮族自治区_罗城,15
450000_451226,广西壮族自治区_环江,14
450000_451227,广西壮族自治区_巴马,11
450000_451228,广西壮族自治区_都安,23
450000_451223,广西壮族自治区_凤山,12
450000_451224,广西壮族自治区_东兰,11
450000_451229,广西壮族自治区_大化,21
450000_451102,广西壮族自治区_八步,16
450000_451103,广西壮族自治区_平桂,1
450000_451122,广西壮族自治区_钟山,14
450000_451123,广西壮族自治区_富川,15
450000_451002,广西壮族自治区_右江,15
