tid,task,dtnum
450000_451021,广西壮族自治区_田阳,16
450000_451023,广西壮族自治区_平果,20
450000_451022,广西壮族自治区_田东,20
450000_451024,广西壮族自治区_德保,13
450000_451121,广西壮族自治区_昭平,12
450000_451026,广西壮族自治区_那坡,19
450000_451027,广西壮族自治区_凌云,11
450000_451028,广西壮族自治区_乐业,9
450000_451030,广西壮族自治区_西林,4
450000_451029,广西壮族自治区_田林,23
450000_451031,广西壮族自治区_隆林,18
450000_450902,广西壮族自治区_玉州,5
450000_450903,广西壮族自治区_福绵,0
450000_451081,广西壮族自治区_靖西,24
450000_450921,广西壮族自治区_容县,21
450000_450922,广西壮族自治区_陆川,19
450000_450924,广西壮族自治区_兴业,9
450000_450702,广西壮族自治区_钦南,15
450000_450981,广西壮族自治区_北流,31
450000_450703,广西壮族自治区_钦北,12
450000_450923,广西壮族自治区_博白,43
450000_450721,广西壮族自治区_灵山,23
450000_450602,广西壮族自治区_港口,5
450000_450722,广西壮族自治区_浦北,20
450000_450621,广西壮族自治区_上思,9
450000_450603,广西壮族自治区_防城,23
450000_450502,广西壮族自治区_海城,9
450000_450503,广西壮族自治区_银海,8
450000_450681,广西壮族自治区_东兴,9
450000_450521,广西壮族自治区_合浦,26
450000_450302,广西壮族自治区_秀峰,1
450000_450512,广西壮族自治区_铁山,3
450000_450303,广西壮族自治区_叠彩,7
450000_450305,广西壮族自治区_七星,5
450000_450311,广西壮族自治区_雁山,0
450000_450304,广西壮族自治区_象山,6
450000_450312,广西壮族自治区_临桂,9
450000_450321,广西壮族自治区_阳朔,10
450000_450324,广西壮族自治区_全州,27
450000_450323,广西壮族自治区_灵川,18
450000_450325,广西壮族自治区_兴安,7
450000_450326,广西壮族自治区_永福,12
450000_450327,广西壮族自治区_灌阳,8
450000_450328,广西壮族自治区_龙胜,11
450000_450330,广西壮族自治区_平乐,19
450000_450329,广西壮族自治区_资源,12
450000_450332,广西壮族自治区_恭城,14
450000_450381,广西壮族自治区_荔浦,17
450000_450102,广西壮族自治区_兴宁,10
450000_450103,广西壮族自治区_青秀,22
450000_450105,广西壮族自治区_江南,19
450000_450107,广西壮族自治区_西乡,27
450000_450108,广西壮族自治区_良庆,13
450000_450109,广西壮族自治区_邕宁,10
450000_450110,广西壮族自治区_武鸣,18
450000_450124,广西壮族自治区_马山,18
450000_450125,广西壮族自治区_上林,17
450000_450123,广西壮族自治区_隆安,13
410000_419001,河南省_济源,20
450000_450126,广西壮族自治区_宾阳,30
450000_450127,广西壮族自治区_横县,23
410000_411702,河南省_驿城,0
410000_411722,河南省_上蔡,7
410000_411721,河南省_西平,7
410000_411723,河南省_平舆,6
410000_411724,河南省_正阳,5
410000_411725,河南省_确山,11
410000_411727,河南省_汝南,7
410000_411726,河南省_泌阳,17
410000_411771,河南省_河南,89
410000_411728,河南省_遂平,8
410000_411729,河南省_新蔡,8
410000_411602,河南省_川汇,3
410000_411621,河南省_扶沟,5
410000_411625,河南省_郸城,12
410000_411623,河南省_商水,8
410000_411624,河南省_沈丘,8
410000_411627,河南省_太康,10
410000_411628,河南省_鹿邑,4
410000_411626,河南省_淮阳,8
410000_411681,河南省_项城,8
410000_411503,河南省_平桥,2
410000_411502,河南省_浉河,1
410000_411522,河南省_光山,6
410000_411521,河南省_罗山,6
410000_411523,河南省_新县,5
410000_411524,河南省_商城,14
410000_411525,河南省_固始,10
410000_411526,河南省_潢川,9
410000_411527,河南省_淮滨,9
410000_411622,河南省_西华,6
410000_411528,河南省_息县,7
450000_450802,广西壮族自治区_港北,14
450000_450803,广西壮族自治区_港南,11
410000_411571,河南省_信阳,29
450000_450804,广西壮族自治区_覃塘,11
450000_450881,广西壮族自治区_桂平,35
370000_371702,山东省_牡丹,177
370000_371721,山东省_曹县,113
370000_371703,山东省_定陶,54
450000_450821,广西壮族自治区_平南,28
370000_371723,山东省_成武,46
370000_371722,山东省_单县,106
370000_371724,山东省_巨野,125
370000_371726,山东省_鄄城,92
370000_371725,山东省_郓城,36
370000_371771,山东省_菏泽,333
370000_371728,山东省_东明,21
370000_371603,山东省_沾化,2
370000_371621,山东省_惠民,76
370000_371602,山东省_滨城,239
370000_371623,山东省_无棣,53
370000_371622,山东省_阳信,59
370000_371681,山东省_邹平,85
370000_371502,山东省_东昌,78
370000_371521,山东省_阳谷,49
370000_371522,山东省_莘县,69
370000_371625,山东省_博兴,94
370000_371523,山东省_茌平,83
370000_371524,山东省_东阿,34
370000_371525,山东省_冠县,50
370000_371526,山东省_高唐,37
370000_371581,山东省_临清,42
370000_371402,山东省_德城,201
370000_371422,山东省_宁津,71
370000_371403,山东省_陵城,2
370000_371423,山东省_庆云,28
370000_371424,山东省_临邑,65
370000_371425,山东省_齐河,76
370000_371426,山东省_平原,95
370000_371427,山东省_夏津,52
370000_371471,山东省_德州,161
370000_371428,山东省_武城,62
370000_371481,山东省_乐陵,75
370000_371482,山东省_禹城,129
370000_371312,山东省_河东,82
370000_371321,山东省_沂南,81
370000_371311,山东省_罗庄,48
370000_371322,山东省_郯城,54
370000_371302,山东省_兰山,212
370000_371323,山东省_沂水,48
370000_371324,山东省_兰陵,85
370000_371325,山东省_费县,54
370000_371326,山东省_平邑,43
370000_371327,山东省_莒南,71
370000_371328,山东省_蒙阴,58
370000_371329,山东省_临沭,53
370000_371371,山东省_临沂,268
370000_371202,山东省_莱城,109
370000_371203,山东省_钢城,53
370000_371102,山东省_东港,40
370000_371103,山东省_岚山,38
370000_371121,山东省_五莲,66
370000_371171,山东省_日照,182
370000_371002,山东省_环翠,58
370000_371122,山东省_莒县,100
370000_371003,山东省_文登,21
370000_371082,山东省_荣成,257
370000_371071,山东省_威海,256
370000_370902,山东省_泰山,118
370000_371083,山东省_乳山,102
370000_370911,山东省_岱岳,111
370000_370921,山东省_宁阳,45
370000_370982,山东省_新泰,131
370000_370923,山东省_东平,50
370000_370983,山东省_肥城,111
370000_370812,山东省_兖州,16
370000_370826,山东省_微山,79
370000_370811,山东省_任城,82
370000_370827,山东省_鱼台,43
370000_370828,山东省_金乡,48
370000_370829,山东省_嘉祥,79
370000_370830,山东省_汶上,68
370000_370831,山东省_泗水,41
370000_370832,山东省_梁山,78
370000_370871,山东省_济宁,162
370000_370883,山东省_邹城,163
370000_370881,山东省_曲阜,32
370000_370702,山东省_潍城,175
370000_370703,山东省_寒亭,51
370000_370704,山东省_坊子,74
370000_370724,山东省_临朐,78
370000_370725,山东省_昌乐,112
370000_370772,山东省_潍坊,288
370000_370782,山东省_诸城,176
370000_370781,山东省_青州,70
370000_370783,山东省_寿光,84
370000_370784,山东省_安丘,75
370000_370785,山东省_高密,142
370000_370705,山东省_奎文,193
370000_370786,山东省_昌邑,80
370000_370602,山东省_芝罘,159
370000_370611,山东省_福山,76
370000_370612,山东省_牟平,110
370000_370682,山东省_莱阳,101
370000_370671,山东省_烟台,371
370000_370613,山东省_莱山,85
370000_370681,山东省_龙口,120
370000_370634,山东省_长岛,15
370000_370683,山东省_莱州,201
370000_370684,山东省_蓬莱,81
370000_370685,山东省_招远,49
370000_370686,山东省_栖霞,122
370000_370502,山东省_东营,312
370000_370687,山东省_海阳,55
370000_370503,山东省_河口,81
370000_370505,山东省_垦利,58
370000_370522,山东省_利津,50
370000_370523,山东省_广饶,50
370000_370402,山东省_市中,467
370000_370406,山东省_山亭,32
370000_370481,山东省_滕州,88
370000_370403,山东省_薛城,62
370000_370405,山东省_台儿,20
370000_370404,山东省_峄城,14
370000_370302,山东省_淄川,249
370000_370303,山东省_张店,379
370000_370304,山东省_博山,97
370000_370321,山东省_桓台,96
370000_370322,山东省_高青,70
370000_370306,山东省_周村,136
370000_370323,山东省_沂源,34
370000_370305,山东省_临淄,167
370000_370202,山东省_市南,149
370000_370203,山东省_市北,160
370000_370213,山东省_李沧,366
370000_370212,山东省_崂山,177
370000_370211,山东省_黄岛,85
370000_370214,山东省_城阳,198
370000_370215,山东省_即墨,193
370000_370271,山东省_青岛,610
370000_370281,山东省_胶州,82
370000_370283,山东省_平度,161
370000_370102,山东省_历下,424
370000_370285,山东省_莱西,76
370000_370105,山东省_天桥,389
370000_370104,山东省_槐荫,282
370000_370112,山东省_历城,218
370000_370114,山东省_章丘,99
370000_370115,山东省_济阳,44
370000_370113,山东省_长清,78
370000_370124,山东省_平阴,73
370000_370126,山东省_商河,92
370000_370171,山东省_济南,1353
410000_411403,河南省_睢阳,13
410000_411421,河南省_民权,7
410000_411402,河南省_梁园,5
410000_411422,河南省_睢县,5
410000_411424,河南省_柘城,5
410000_411423,河南省_宁陵,7
410000_411426,河南省_夏邑,14
410000_411481,河南省_永城,12
410000_411471,河南省_豫东,0
410000_411425,河南省_虞城,6
410000_411302,河南省_宛城,4
410000_411303,河南省_卧龙,10
410000_411322,河南省_方城,14
410000_411321,河南省_南召,14
410000_411202,河南省_湖滨,2
410000_411203,河南省_陕州,4
410000_411323,河南省_西峡,8
410000_411324,河南省_镇平,9
410000_411327,河南省_社旗,9
410000_411326,河南省_淅川,8
410000_411325,河南省_内乡,7
410000_411221,河南省_渑池,11
410000_411330,河南省_桐柏,15
410000_411328,河南省_唐河,8
410000_411329,河南省_新野,7
410000_411224,河南省_卢氏,5
410000_411102,河南省_源汇,0
410000_411371,河南省_南阳,102
410000_411104,河南省_召陵,4
410000_411103,河南省_郾城,6
410000_411121,河南省_舞阳,6
410000_411122,河南省_临颍,3
410000_411281,河南省_义马,10
410000_411282,河南省_灵宝,22
410000_411002,河南省_魏都,1
410000_411003,河南省_建安,2
410000_411381,河南省_邓州,17
410000_411171,河南省_漯河,37
410000_410902,河南省_华龙,4
410000_410922,河南省_清丰,8
410000_410923,河南省_南乐,10
410000_411025,河南省_襄城,11
410000_411024,河南省_鄢陵,7
410000_410926,河南省_范县,5
410000_410927,河南省_台前,8
410000_411071,河南省_许昌,30
410000_410702,河南省_红旗,13
410000_410703,河南省_卫滨,1
410000_410802,河南省_解放,57
410000_410704,河南省_凤泉,0
410000_410711,河南省_牧野,1
410000_410803,河南省_中站,4
410000_410928,河南省_濮阳,35
410000_411082,河南省_长葛,9
410000_411081,河南省_禹州,10
410000_410721,河南省_新乡,39
410000_410724,河南省_获嘉,9
410000_410726,河南省_延津,6
410000_410725,河南省_原阳,5
410000_410727,河南省_封丘,14
410000_410804,河南省_马村,5
410000_410811,河南省_山阳,0
410000_410781,河南省_卫辉,13
410000_410728,河南省_长垣,6
410000_410782,河南省_辉县,17
410000_410821,河南省_修武,5
410000_410822,河南省_博爱,6
410000_410825,河南省_温县,6
410000_410871,河南省_焦作,49
410000_410823,河南省_武陟,10
410000_410882,河南省_沁阳,10
410000_410883,河南省_孟州,7
410000_410602,河南省_鹤山,5
410000_410603,河南省_山城,8
410000_410611,河南省_淇滨,16
410000_410622,河南省_淇县,26
410000_410621,河南省_浚县,17
410000_410671,河南省_鹤壁,40
410000_410502,河南省_文峰,11
410000_410503,河南省_北关,23
410000_410505,河南省_殷都,2
410000_410506,河南省_龙安,2
410000_410522,河南省_安阳,58
410000_410523,河南省_汤阴,11
410000_410526,河南省_滑县,12
410000_410527,河南省_内黄,12
410000_410581,河南省_林州,21
410000_410402,河南省_新华,45
410000_410403,河南省_卫东,10
410000_410404,河南省_石龙,2
410000_410411,河南省_湛河,2
410000_410422,河南省_叶县,5
410000_410421,河南省_宝丰,14
410000_410423,河南省_鲁山,21
410000_410425,河南省_郏县,9
410000_410471,河南省_平顶,65
410000_410482,河南省_汝州,19
410000_410481,河南省_舞钢,11
410000_410302,河南省_老城,16
410000_410304,河南省_瀍河,2
410000_410303,河南省_西工,21
410000_410306,河南省_吉利,3
410000_410305,河南省_涧西,24
410000_410311,河南省_洛龙,8
410000_410322,河南省_孟津,12
410000_410323,河南省_新安,11
410000_410325,河南省_嵩县,12
410000_410324,河南省_栾川,8
410000_410327,河南省_宜阳,7
410000_410326,河南省_汝阳,5
410000_410328,河南省_洛宁,6
410000_410329,河南省_伊川,7
410000_410371,河南省_洛阳,116
410000_410381,河南省_偃师,6
410000_410203,河南省_顺河,3
410000_410202,河南省_龙亭,0
410000_410204,河南省_鼓楼,2
410000_410205,河南省_禹王,2
410000_410212,河南省_祥符,3
410000_410222,河南省_通许,8
410000_410223,河南省_尉氏,6
410000_410221,河南省_杞县,8
410000_410225,河南省_兰考,14
410000_410102,河南省_中原,22
410000_410103,河南省_二七,7
410000_410104,河南省_管城,9
410000_410106,河南省_上街,10
410000_410108,河南省_惠济,2
410000_410105,河南省_金水,14
410000_410171,河南省_郑州,130
410000_410122,河南省_中牟,7
410000_410181,河南省_巩义,7
410000_410182,河南省_荥阳,7
410000_410183,河南省_新密,15
410000_410185,河南省_登封,12
420000_429004,湖北省_仙桃,17
420000_429005,湖北省_潜江,17
410000_410184,河南省_新郑,10
420000_429006,湖北省_天门,22
420000_429021,湖北省_神农,5
420000_422801,湖北省_恩施,19
420000_422822,湖北省_建始,5
420000_422823,湖北省_巴东,6
420000_422825,湖北省_宣恩,3
420000_422802,湖北省_利川,5
420000_422826,湖北省_咸丰,4
420000_422827,湖北省_来凤,10
420000_422828,湖北省_鹤峰,3
420000_421303,湖北省_曾都,10
420000_421321,湖北省_随县,1
420000_421381,湖北省_广水,6
420000_421202,湖北省_咸安,8
420000_421221,湖北省_嘉鱼,5
420000_421223,湖北省_崇阳,5
420000_421222,湖北省_通城,5
420000_421281,湖北省_赤壁,11
420000_421224,湖北省_通山,5
420000_421102,湖北省_黄州,17
420000_421121,湖北省_团风,7
420000_421122,湖北省_红安,9
420000_421123,湖北省_罗田,6
420000_421124,湖北省_英山,3
420000_421127,湖北省_黄梅,10
420000_421126,湖北省_蕲春,15
420000_421171,湖北省_龙感,1
420000_421125,湖北省_浠水,20
420000_421181,湖北省_麻城,13
420000_421182,湖北省_武穴,16
420000_421002,湖北省_沙市,19
420000_421003,湖北省_荆州,36
420000_421022,湖北省_公安,5
420000_421083,湖北省_洪湖,9
420000_421023,湖北省_监利,13
420000_421081,湖北省_石首,7
420000_421024,湖北省_江陵,5
420000_420902,湖北省_孝南,7
420000_420921,湖北省_孝昌,5
420000_420922,湖北省_大悟,12
420000_420981,湖北省_应城,11
420000_420984,湖北省_汉川,19
420000_420982,湖北省_安陆,12
420000_420923,湖北省_云梦,5
420000_421087,湖北省_松滋,11
420000_420802,湖北省_东宝,3
420000_420804,湖北省_掇刀,8
420000_420822,湖北省_沙洋,10
420000_420881,湖北省_钟祥,12
420000_420882,湖北省_京山,19
420000_420703,湖北省_华容,4
420000_420704,湖北省_鄂城,5
420000_420602,湖北省_襄城,13
420000_420702,湖北省_梁子,0
420000_420607,湖北省_襄州,2
420000_420624,湖北省_南漳,6
420000_420606,湖北省_樊城,21
420000_420625,湖北省_谷城,4
420000_420626,湖北省_保康,6
420000_420682,湖北省_老河,7
420000_420683,湖北省_枣阳,5
420000_420684,湖北省_宜城,6
420000_420502,湖北省_西陵,0
420000_420504,湖北省_点军,1
420000_420503,湖北省_伍家,0
420000_420505,湖北省_猇亭,0
420000_420506,湖北省_夷陵,8
420000_420526,湖北省_兴山,4
420000_420525,湖北省_远安,4
420000_420527,湖北省_秭归,4
420000_420528,湖北省_长阳,3
420000_420529,湖北省_五峰,6
420000_420581,湖北省_宜都,8
420000_420582,湖北省_当阳,10
420000_420583,湖北省_枝江,11
420000_420302,湖北省_茅箭,8
420000_420303,湖北省_张湾,5
420000_420304,湖北省_郧阳,1
420000_420322,湖北省_郧西,4
420000_420324,湖北省_竹溪,3
420000_420323,湖北省_竹山,5
420000_420325,湖北省_房县,5
420000_420381,湖北省_丹江,10
420000_420202,湖北省_黄石,57
420000_420203,湖北省_西塞,6
420000_420204,湖北省_下陆,9
420000_420205,湖北省_铁山,6
420000_420102,湖北省_江岸,48
420000_420222,湖北省_阳新,14
420000_420281,湖北省_大冶,17
420000_420103,湖北省_江汉,46
420000_420105,湖北省_汉阳,29
420000_420106,湖北省_武昌,82
420000_420107,湖北省_青山,26
420000_420111,湖北省_洪山,63
420000_420112,湖北省_东西,19
420000_420113,湖北省_汉南,5
420000_420114,湖北省_蔡甸,10
420000_420115,湖北省_江夏,14
420000_420116,湖北省_黄陂,26
420000_420117,湖北省_新洲,13
360000_361103,江西省_广丰,7
420000_420104,湖北省_硚口,38
360000_361102,江西省_信州,20
360000_361121,江西省_上饶,53
360000_361123,江西省_玉山,5
360000_361124,江西省_铅山,10
360000_361126,江西省_弋阳,5
360000_361125,江西省_横峰,5
360000_361127,江西省_余干,3
360000_361128,江西省_鄱阳,20
360000_361129,江西省_万年,5
360000_361181,江西省_德兴,10
360000_361130,江西省_婺源,6
350000_350921,福建省_霞浦,7
350000_350902,福建省_蕉城,10
350000_350922,福建省_古田,6
350000_350923,福建省_屏南,3
350000_350925,福建省_周宁,3
350000_350926,福建省_柘荣,3
350000_350981,福建省_福安,11
350000_350982,福建省_福鼎,12
350000_350802,福建省_新罗,17
350000_350821,福建省_长汀,5
350000_350803,福建省_永定,8
350000_350924,福建省_寿宁,4
350000_350824,福建省_武平,8
350000_350823,福建省_上杭,6
350000_350881,福建省_漳平,4
350000_350825,福建省_连城,6
340000_341203,安徽省_颍东,2
340000_341202,安徽省_颍州,8
340000_341204,安徽省_颍泉,3
340000_341221,安徽省_临泉,23
340000_341225,安徽省_阜南,9
340000_341222,安徽省_太和,8
340000_341226,安徽省_颍上,8
340000_341271,安徽省_阜阳,48
340000_341282,安徽省_界首,15
340000_341802,安徽省_宣州,7
340000_341821,安徽省_郎溪,7
340000_341822,安徽省_广德,8
340000_341823,安徽省_泾县,5
340000_341824,安徽省_绩溪,6
340000_341825,安徽省_旌德,3
340000_341871,安徽省_宣城,16
340000_341881,安徽省_宁国,18
330000_331102,浙江省_莲都,27
330000_331121,浙江省_青田,75
330000_331122,浙江省_缙云,107
330000_331124,浙江省_松阳,40
330000_331125,浙江省_云和,39
330000_331127,浙江省_景宁,25
330000_331126,浙江省_庆元,4
330000_331002,浙江省_椒江,23
330000_331003,浙江省_黄岩,129
330000_331181,浙江省_龙泉,50
330000_331123,浙江省_遂昌,64
330000_331004,浙江省_路桥,60
330000_331022,浙江省_三门,10
330000_331023,浙江省_天台,35
330000_331024,浙江省_仙居,113
330000_331081,浙江省_温岭,129
330000_331082,浙江省_临海,213
330000_330902,浙江省_定海,92
330000_331083,浙江省_玉环,87
330000_330903,浙江省_普陀,32
330000_330921,浙江省_岱山,28
330000_330922,浙江省_嵊泗,3
330000_330802,浙江省_柯城,49
330000_330822,浙江省_常山,13
330000_330803,浙江省_衢江,51
330000_330825,浙江省_龙游,46
330000_330824,浙江省_开化,61
330000_330881,浙江省_江山,56
330000_330702,浙江省_婺城,255
330000_330703,浙江省_金东,140
330000_330723,浙江省_武义,46
330000_330727,浙江省_磐安,30
330000_330782,浙江省_义乌,431
330000_330781,浙江省_兰溪,209
330000_330783,浙江省_东阳,21
330000_330784,浙江省_永康,246
330000_330602,浙江省_越城,59
330000_330726,浙江省_浦江,19
330000_330681,浙江省_诸暨,297
330000_330604,浙江省_上虞,163
330000_330603,浙江省_柯桥,23
330000_330624,浙江省_新昌,85
330000_330683,浙江省_嵊州,225
330000_330502,浙江省_吴兴,24
330000_330503,浙江省_南浔,131
330000_330521,浙江省_德清,205
330000_330522,浙江省_长兴,55
330000_330411,浙江省_秀洲,5
330000_330402,浙江省_南湖,98
330000_330523,浙江省_安吉,26
330000_330421,浙江省_嘉善,27
330000_330424,浙江省_海盐,14
330000_330481,浙江省_海宁,203
330000_330482,浙江省_平湖,63
330000_330483,浙江省_桐乡,72
330000_330302,浙江省_鹿城,223
330000_330303,浙江省_龙湾,165
330000_330304,浙江省_瓯海,159
330000_330305,浙江省_洞头,21
330000_330324,浙江省_永嘉,163
330000_330326,浙江省_平阳,78
330000_330327,浙江省_苍南,130
330000_330329,浙江省_泰顺,44
330000_330328,浙江省_文成,68
330000_330371,浙江省_温州,536
330000_330381,浙江省_瑞安,460
330000_330203,浙江省_海曙,58
330000_330382,浙江省_乐清,256
330000_330205,浙江省_江北,119
330000_330206,浙江省_北仑,80
330000_330212,浙江省_鄞州,213
330000_330211,浙江省_镇海,119
330000_330225,浙江省_象山,123
330000_330213,浙江省_奉化,117
330000_330226,浙江省_宁海,115
330000_330281,浙江省_余姚,169
330000_330282,浙江省_慈溪,195
330000_330102,浙江省_上城,41
330000_330103,浙江省_下城,83
330000_330104,浙江省_江干,100
330000_330105,浙江省_拱墅,100
330000_330106,浙江省_西湖,73
330000_330108,浙江省_滨江,107
330000_330109,浙江省_萧山,75
330000_330110,浙江省_余杭,164
330000_330111,浙江省_富阳,249
330000_330112,浙江省_临安,262
330000_330127,浙江省_淳安,64
340000_341702,安徽省_贵池,10
330000_330122,浙江省_桐庐,24
340000_341721,安徽省_东至,6
330000_330182,浙江省_建德,82
340000_341723,安徽省_青阳,13
340000_341602,安徽省_谯城,7
340000_341621,安徽省_涡阳,13
340000_341622,安徽省_蒙城,12
340000_341722,安徽省_石台,6
340000_341623,安徽省_利辛,12
340000_341502,安徽省_金安,2
340000_341503,安徽省_裕安,4
340000_341504,安徽省_叶集,0
340000_341523,安徽省_舒城,4
340000_341524,安徽省_金寨,8
340000_341522,安徽省_霍邱,8
340000_341525,安徽省_霍山,4
340000_341302,安徽省_埇桥,0
340000_341321,安徽省_砀山,14
340000_341322,安徽省_萧县,1
340000_341323,安徽省_灵璧,10
340000_341324,安徽省_泗县,14
340000_341371,安徽省_宿州,22
340000_341124,安徽省_全椒,9
340000_341103,安徽省_南谯,2
340000_341122,安徽省_来安,3
340000_341171,安徽省_苏滁,0
340000_341172,安徽省_滁州,27
340000_341126,安徽省_凤阳,15
340000_341125,安徽省_定远,9
340000_341181,安徽省_天长,10
340000_341102,安徽省_琅琊,5
340000_341182,安徽省_明光,8
340000_341002,安徽省_屯溪,20
340000_341003,安徽省_黄山,36
340000_341004,安徽省_徽州,7
340000_341021,安徽省_歙县,9
340000_341023,安徽省_黟县,3
340000_341022,安徽省_休宁,4
340000_341024,安徽省_祁门,5
340000_340802,安徽省_迎江,2
340000_340803,安徽省_大观,3
340000_340811,安徽省_宜秀,4
340000_340822,安徽省_怀宁,18
340000_340825,安徽省_太湖,7
340000_340705,安徽省_铜官,0
340000_340706,安徽省_义安,4
340000_340711,安徽省_郊区,3
340000_340722,安徽省_枞阳,16
340000_340826,安徽省_宿松,9
340000_340827,安徽省_望江,19
340000_340871,安徽省_安徽,154
340000_340881,安徽省_桐城,9
340000_340828,安徽省_岳西,13
340000_340882,安徽省_潜山,6
340000_340602,安徽省_杜集,11
340000_340603,安徽省_相山,11
340000_340503,安徽省_花山,10
340000_340504,安徽省_雨山,11
340000_340522,安徽省_含山,8
340000_340521,安徽省_当涂,16
340000_340506,安徽省_博望,0
340000_340604,安徽省_烈山,4
340000_340621,安徽省_濉溪,23
340000_340523,安徽省_和县,13
340000_340403,安徽省_田家,19
340000_340405,安徽省_八公,2
340000_340402,安徽省_大通,3
340000_340404,安徽省_谢家,11
340000_340406,安徽省_潘集,6
340000_340421,安徽省_凤台,4
340000_340302,安徽省_龙子,6
340000_340311,安徽省_淮上,4
340000_340303,安徽省_蚌山,6
340000_340304,安徽省_禹会,7
340000_340322,安徽省_五河,8
340000_340323,安徽省_固镇,13
340000_340371,安徽省_蚌埠,64
340000_340422,安徽省_寿县,10
340000_340102,安徽省_瑶海,14
340000_340103,安徽省_庐阳,10
340000_340121,安徽省_长丰,9
340000_340122,安徽省_肥东,38
340000_340111,安徽省_包河,13
340000_340171,安徽省_合肥,179
340000_340124,安徽省_庐江,11
340000_340123,安徽省_肥西,14
340000_340104,安徽省_蜀山,14
340000_340181,安徽省_巢湖,25
350000_350702,福建省_延平,14
340000_340321,安徽省_怀远,15
350000_350703,福建省_建阳,7
350000_350724,福建省_松溪,3
350000_350725,福建省_政和,4
350000_350722,福建省_浦城,9
350000_350781,福建省_邵武,8
350000_350723,福建省_光泽,3
350000_350782,福建省_武夷,5
350000_350783,福建省_建瓯,9
350000_350721,福建省_顺昌,4
350000_350623,福建省_漳浦,5
350000_350622,福建省_云霄,4
350000_350603,福建省_龙文,3
350000_350602,福建省_芗城,10
350000_350624,福建省_诏安,5
350000_350625,福建省_长泰,5
350000_350626,福建省_东山,9
350000_350627,福建省_南靖,6
350000_350628,福建省_平和,4
350000_350681,福建省_龙海,20
350000_350503,福建省_丰泽,37
350000_350629,福建省_华安,4
350000_350502,福建省_鲤城,29
350000_350524,福建省_安溪,32
350000_350505,福建省_泉港,6
350000_350525,福建省_永春,5
350000_350521,福建省_惠安,13
350000_350504,福建省_洛江,4
350000_350526,福建省_德化,5
350000_350581,福建省_石狮,13
350000_350582,福建省_晋江,55
350000_350583,福建省_南安,11
350000_350403,福建省_三元,11
350000_350402,福建省_梅列,8
350000_350421,福建省_明溪,5
350000_350423,福建省_清流,4
350000_350424,福建省_宁化,6
350000_350426,福建省_尤溪,0
350000_350427,福建省_沙县,6
350000_350425,福建省_大田,4
350000_350428,福建省_将乐,4
350000_350429,福建省_泰宁,3
350000_350430,福建省_建宁,5
340000_340202,安徽省_镜湖,14
350000_350481,福建省_永安,9
340000_340203,安徽省_弋江,8
340000_340208,安徽省_三山,0
340000_340221,安徽省_芜湖,60
340000_340223,安徽省_南陵,10
340000_340222,安徽省_繁昌,9
340000_340207,安徽省_鸠江,9
340000_340225,安徽省_无为,16
350000_350302,福建省_城厢,14
350000_350303,福建省_涵江,9
350000_350304,福建省_荔城,17
350000_350305,福建省_秀屿,7
350000_350322,福建省_仙游,9
350000_350205,福建省_海沧,9
350000_350203,福建省_思明,31
350000_350206,福建省_湖里,17
350000_350212,福建省_同安,22
350000_350211,福建省_集美,20
350000_350213,福建省_翔安,6
350000_350102,福建省_鼓楼,48
350000_350103,福建省_台江,30
350000_350104,福建省_仓山,33
350000_350105,福建省_马尾,8
350000_350111,福建省_晋安,30
350000_350121,福建省_闽侯,22
350000_350112,福建省_长乐,27
350000_350123,福建省_罗源,15
350000_350124,福建省_闽清,24
350000_350125,福建省_永泰,25
350000_350122,福建省_连江,35
350000_350128,福建省_平潭,9
350000_350181,福建省_福清,47
360000_361002,江西省_临川,12
360000_361003,江西省_东乡,8
360000_361023,江西省_南丰,6
360000_361025,江西省_乐安,4
360000_361026,江西省_宜黄,3
360000_361021,江西省_南城,3
360000_361022,江西省_黎川,7
360000_361024,江西省_崇仁,3
360000_361028,江西省_资溪,3
360000_361027,江西省_金溪,5
360000_361030,江西省_广昌,4
360000_360902,江西省_袁州,0
360000_360923,江西省_上高,0
360000_360921,江西省_奉新,4
360000_360922,江西省_万载,6
360000_360926,江西省_铜鼓,3
360000_360925,江西省_靖安,3
360000_360924,江西省_宜丰,6
360000_360982,江西省_樟树,8
360000_360983,江西省_高安,10
360000_360802,江西省_吉州,9
360000_360981,江西省_丰城,15
360000_360803,江西省_青原,1
360000_360821,江西省_吉安,28
360000_360823,江西省_峡江,7
360000_360824,江西省_新干,4
360000_360822,江西省_吉水,3
360000_360825,江西省_永丰,4
360000_360826,江西省_泰和,9
360000_360827,江西省_遂川,4
360000_360828,江西省_万安,4
360000_360830,江西省_永新,6
360000_360702,江西省_章贡,27
360000_360881,江西省_井冈,13
360000_360703,江西省_南康,17
360000_360722,江西省_信丰,7
360000_360829,江西省_安福,8
360000_360723,江西省_大余,7
360000_360724,江西省_上犹,10
360000_360704,江西省_赣县,5
360000_360726,江西省_安远,3
360000_360725,江西省_崇义,4
360000_360728,江西省_定南,2
360000_360729,江西省_全南,11
360000_360730,江西省_宁都,9
360000_360727,江西省_龙南,8
360000_360731,江西省_于都,6
360000_360732,江西省_兴国,8
360000_360733,江西省_会昌,2
360000_360602,江西省_月湖,1
360000_360603,江西省_余江,6
360000_360681,江西省_贵溪,9
360000_360735,江西省_石城,7
